F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,Target
7.05,15.5,-12.81,Very low,Rest,0.03,-176.24,115.15,-8.62,8,13.95,6,182.31,6.62,14491.44,-426.13,2795.55
-61.31,4.54,-11.4,Medium,UK,0.27,-195.64,106.73,-18.56,2,4.2,8,-553.62,12.68,8506.8,-599.76,461.8
-19.22,3.64,-5.22,Very low,Rest,8.13,-191.88,74.27,-10.02,12,3.72,6,226.44,14.66,24.48,-1108.09,0
28.81,4.46,-21.72,Medium,USA,15.63,-212.8,118.31,-12.42,8,33.9,4,648.57,14.16,15770.75,-1205.78,1609.96
-46.15,25.22,-3.36,Very high,Rest,0.45,-188.6,76.78,-9.94,2,11.1,8,190.71,11.5,14454.57,-303.45,3778.21
-96.41,4.52,-8.43,Low,UK,5.55,-146.72,115.72,-4.68,4,24.87,10,874.5,15.83,17672.38,-804.36,1660.16
-27.11,7.54,-10.35,Medium,Rest,0.87,-103.06,111.16,-0.28,6,18.51,4,468.84,13.34,12340.31,-41.77,3378.5
-61.37,6.34,-2.46,Very low,UK,97.77,-220.84,64.13,-15.4,4,6.84,8,-951.12,11.88,14555.92,-187.56,0
-5.75,2.9,-21.75,High,Europe,0.45,-44.16,109.63,-6.3,14,6.69,6,538.71,14.96,12220.12,-432.23,94.21
8.81,19.92,-0.33,Medium,UK,81.66,-264.88,105.94,-17.3,8,5.34,8,143.4,2.93,14841.78,-1088.69,967.33
7.02,1.4,-12.03,Medium,Europe,10.62,-182.08,46.55,-12.06,6,3.99,10,620.67,13.22,14762.82,-1350.51,0
-46.27,5.26,-14.16,Medium,Europe,86.73,-172.08,30.66,-11.7,6,7.89,6,2326.38,20.95,13678.14,-664.27,23.73
1.17,23.04,-10.32,Medium,USA,2.4,-231.86,48.74,-23.58,6,9.27,6,924.84,42.07,15684.88,-739.1,1650.33
6.78,15.36,2.52,Low,Europe,4.77,-250.32,99.35,-28.78,6,12.96,8,1838.67,12.1,13952.37,-51.32,1569.48
-8.04,2.16,-26.16,High,Rest,14.61,-148.28,91.78,-5.26,4,10.71,4,1069.02,14.7,14514.98,-672.62,780.56
-5.31,3.74,-8.01,Medium,Rest,1.02,-225.38,132.44,-17.52,10,16.26,8,797.22,14.9,29855.87,-1004.07,1510.38
-19.52,12.16,-12.06,Low,USA,14.55,-120.64,115.94,-20.32,10,7.71,6,1134.87,15.23,13626.4,-768.64,1234.98
-27.47,7,-14.61,Medium,Europe,23.01,-214.38,120.31,-20.76,10,8.43,8,259.83,16.11,12012.99,-586.4,342.77
-52.01,6.76,-10.65,Very low,USA,0.03,-380.86,121.63,-14.84,12,3.15,8,2149.23,17.21,22224.93,-1054.41,86.74
-10.36,0.48,-5.67,High,Rest,241.29,-59.34,83.93,-20.7,2,1.2,8,739.47,14,16384.07,-1074.05,0
65.34,6.38,-2.13,Very low,UK,8.43,-127.88,100.27,-13.54,10,27.42,14,623.97,14.47,11346.35,-747.99,1251
-30.22,10,-21.81,Medium,Europe,0.84,-157.08,115.58,-15.86,14,21.06,18,-1000.95,14.27,14099.45,-366.11,850.35
-31.99,3.36,-33.18,High,USA,0.06,-168.4,87.4,-19.36,10,23.4,8,423.96,15.94,14337.3,-641.78,1058.94
-13.2,4,-9.27,Low,UK,2.37,-183,82.2,-13.48,8,23.13,10,546.54,13.23,14730.87,-1006.97,378.76
-44.04,11.7,-9.81,High,USA,622.02,-71.42,59.07,-14.84,6,3.45,8,763.29,11.43,15668.44,-409.43,796
1.33,1.86,-23.49,Low,Europe,16.32,-214.6,72.08,-10.24,6,30.42,10,573.27,14.92,16280,-528.73,457.97
-57.1,4.56,-5.46,Very high,Rest,13.5,-151.36,103.96,-17.12,4,31.32,2,1797.54,12.15,10350.3,-657.54,3700.86
4.31,14.52,-6.63,Low,USA,0.09,-177.74,106.96,-15.12,8,7.5,10,342.72,14.76,18451.62,-941.69,1263.24
33.04,1.16,-14.82,Very low,USA,111.63,-205.32,108.15,-8.1,6,7.53,6,338.61,14.68,9827.91,-593.35,0
-50.15,8.54,-4.53,Medium,Rest,0.06,-116.06,107.23,-10.28,8,10.05,4,197.76,17.5,20017.85,-702.82,543.34
-76.75,3.1,-23.22,High,USA,109.56,-79.84,83.79,-9.24,6,9.99,6,1418.4,4.89,10580.71,-763.75,457.69
-24.64,6.6,0.69,Very high,Europe,0.15,-117.72,89.14,-19.92,8,8.4,10,1051.92,12.99,15431.51,-665.63,558.15
-40.25,11.44,4.23,Low,UK,8.58,-155.46,95.66,-10.2,4,17.88,4,258.33,16.1,15120.71,-1003.22,688.71
-75.95,7.84,-16.02,Very low,Rest,0.72,-142.58,157.84,-21.36,8,10.8,4,-2558.4,14.52,20757.4,-1042.89,0
-20.68,7.5,-2.28,Very high,USA,1.62,-203.1,28.06,-4.9,10,5.19,6,1649.25,5.22,16172.85,-637.48,0
-7.49,13.74,-23.31,High,UK,11.07,-169.94,75.92,-9.8,16,1.02,14,-45.96,15.49,13883.03,-546.7,261.69
-25.12,16.42,-17.4,Very high,USA,0.18,-116.74,81.63,-10.2,4,14.64,6,-556.98,10.92,19926.09,-919.75,1754.37
18.19,4.06,-16.35,Very high,USA,0,-189.42,67.31,-7.36,0,18.6,6,-162.18,27.78,10898.97,-849.63,832.14
-18.23,4.32,-3.51,Medium,UK,0.54,-135.42,102.13,-23.12,6,18.27,6,-351.06,6.17,12826.56,-544.76,652.31
-3.69,17.4,-8.25,Very low,UK,181.2,-225.48,57.59,-19.4,4,14.88,8,2065.11,20.99,10754.28,-988.58,1184.05
-31.49,5,-12.18,Very low,USA,0.9,-167.44,77.63,-4.3,8,8.94,10,-103.89,29.39,12547.31,-909.77,0
-4.57,8.48,-7.98,Very high,USA,7.32,-187.14,74.31,-13,20,2.07,8,526.95,16.48,13649.37,-404.78,0
-12.26,2.3,2.46,Medium,UK,24.51,-208.08,104.8,0.7,14,5.94,10,726.9,21.26,17011.69,-679.38,0
-36.72,20.2,18.51,Low,Europe,1250.67,-276.46,111.44,-13.78,8,20.13,6,792.3,15.8,22936.82,-632.77,1222.75
-52.91,6.32,-10.59,Low,USA,1.89,-116.54,109.95,-24.08,6,8.61,2,24.24,14.67,12950.04,-529.78,0
8.13,15.18,-8.01,Low,USA,2.46,-219.52,68.32,-12.38,6,20.19,6,309.54,10.22,17293.77,-841.03,999.41
-73.56,5.96,2.73,Very high,Rest,0.18,-240.4,121.19,-10.4,12,7.92,6,1125.81,16.38,11247.25,-820.63,1498.98
-9.36,2.32,-3.66,Low,UK,60.63,-177.26,75.24,-18.04,8,12.36,2,-1921.98,8.69,15729.42,-1090.65,0
17.42,9.38,-19.89,Very high,UK,0.54,-156.64,121.69,-14.58,12,13.8,6,2335.59,17.91,11479,-774.09,1910.08
-28.3,10.24,9.09,Very high,UK,5.49,-283.38,99.19,-14.92,6,30.09,8,-305.55,6.24,9116.56,-654.49,1949.75
-25.29,6.78,-24.48,Low,USA,6.42,-298.6,82.14,-10.76,10,7.02,10,574.86,10.59,16066.66,-896.17,0
20.14,2.58,-18.09,Very high,Rest,10.14,-200.16,76.07,-18.54,12,5.34,12,428.22,15.07,15725.31,-417.17,221.25
5.94,2.98,-10.38,Medium,USA,1.44,-45.92,143.88,-21.76,12,18.15,6,503.82,14.33,13461.18,-636.91,1528.48
-47.66,11.82,-23.73,Very high,Rest,1.41,-383.66,146.65,-21.8,2,23.01,14,414.54,10.02,14712.24,-554.92,3798.7
-77.99,2.12,-2.73,Very low,UK,18.33,-309.2,82.13,-13.2,12,12.57,6,721.38,12.05,17482.96,-563.31,0
6.67,7.2,10.83,Very low,Rest,0.03,-151.44,123.95,-12.82,0,12.33,8,1645.5,22.53,13818.5,-483.13,3656.19
-7,10.08,-3.39,Medium,Rest,7.35,-218.24,109.14,-17.4,8,29.64,6,-189.93,15.15,17513.89,-1158.68,1879.29
-4.43,5.68,-21.27,Low,Europe,0.48,-122.82,75.93,-19.38,10,5.91,8,93.03,15.31,16402.18,-669.24,0
-14.41,4.94,0.36,Low,Rest,5.67,-127.98,81.83,-20.04,10,3.69,8,2699.37,16.34,15205.45,-607.85,616.53
-59.3,15.2,-9.75,High,Rest,5.1,-21.04,64.32,-11.06,4,1.02,8,1550.13,25.88,15431.54,-940.96,1666.02
9.66,6.72,-21.9,Low,Europe,10.32,-325.6,119.68,-18.42,12,5.79,12,-404.22,12.56,21983.54,-282.23,258.27
11.59,3,-3.3,High,Europe,2.31,-301.42,146.26,-17.92,6,9.51,6,352.83,15.83,21172.28,-817.67,545.06
12.25,6.34,-6.81,Medium,Rest,1852.77,-191.6,132.02,-8.36,10,23.58,4,-832.44,17.98,1303.75,-587.32,1248.21
-13.94,9.64,-11.58,High,Rest,956.94,-190.4,69.74,-3.34,6,12.81,4,1249.14,15.81,16009.31,-832.99,831.68
-14.81,1.9,2.19,Very low,Rest,19.86,-180.08,104.86,-9.12,10,13.35,10,136.5,24.67,13545.6,-529.41,73.27
-6.63,6.86,-12.57,Medium,UK,5.97,-146.26,128.17,-21.32,8,22.65,14,372.81,15.11,15258.63,-520.84,2165.69
7.2,29.66,-1.68,Very high,UK,2.46,-125.4,76.68,-23.46,4,8.28,2,1790.52,14.78,22797.16,-226.9,3040.28
-30.27,3.56,-16.86,Very low,USA,1.05,-92.2,81.63,-16.98,6,9.99,10,-835.68,15.66,18923.57,-1109.02,0
-26.72,15.66,-9.3,Low,Europe,2.13,-153.24,92.39,-13.24,4,6.57,6,-679.53,14.01,15073.61,-572.99,288.54
-15.15,13.54,-8.16,Very high,USA,6.03,-95.66,76.02,-18.28,16,5.1,14,807,15.57,10606.76,-777.65,883.27
-33.99,4.36,4.62,High,Europe,34.11,-249.84,77.54,-15.98,12,13.05,16,-96.36,16.51,13921.97,-436.4,282.37
-0.94,8.94,-18.93,High,UK,0.06,-118.86,92.87,-20.92,10,5.76,8,984.75,14.52,18634.77,-440.42,962.3
-17.1,3.02,-19.29,Very low,UK,3.78,-149.36,59.66,-20.26,2,11.25,8,-955.44,7.84,17760.14,-683.54,0
-8.5,3.34,2.01,Very high,UK,1.29,-187.78,110.26,-13.02,14,27.99,12,-32.97,10.7,14352.83,-242.35,1704.17
-9.29,3.26,-19.8,Low,Europe,0.6,-196.5,40.69,-16.82,12,0.51,10,172.05,23.66,12157.26,-730.57,0
-26.14,6.94,-10.44,Low,USA,33.63,38.36,125.65,-16.76,8,19.14,10,443.28,14.4,13889.49,-533.7,2314.75
-59.98,6.68,3.21,High,UK,58.59,-562.02,119.36,-13.06,8,10.17,8,-453.15,15.4,17255.76,-553.26,853.64
2.17,4.48,-18.3,Very low,Rest,189.3,158.44,58.63,-11.2,10,9.54,14,1286.52,14.25,13392.06,-1168.04,0
-62.52,12.54,-3.39,Medium,Rest,39.03,-180.02,72.99,-6.04,6,16.98,4,-425.07,5.35,15009.88,-461.45,768.95
3.59,4.12,-16.68,Medium,Rest,30.03,-192.56,60.27,-10.52,12,24,2,2627.85,13.6,18646.93,-825.18,311.36
-3.81,1.26,-1.56,High,Rest,6.6,-238.78,105.34,-9.14,8,2.34,8,-334.26,15.93,16523.04,-701.86,0
23.84,7.44,-11.28,Very high,Rest,1318.56,-187.56,70.05,-14.72,14,20.97,8,402.66,9.98,13710.58,-1407.86,0
-28.19,6.36,-23.43,Very low,Europe,5.76,-188.82,87.48,-11.8,14,6.93,0,-877.95,14.33,23108.69,-523.93,0
4.35,1.24,-14.07,High,UK,5.52,-67.48,119.51,-25.82,6,6.3,6,-174.6,9.14,16018.84,-756.23,235.33
22.52,11.26,-18.81,Very high,Rest,0.84,-136.14,153.24,-15.64,12,11.64,10,721.23,15.12,7863.48,-143.17,3777.17
-40.88,8.34,-5.76,Very high,UK,0.54,-165.76,65.3,-19.24,8,3.66,10,1247.49,9.46,15908.1,-1144.85,281.89
19.44,4.8,-18.99,High,Europe,41.34,-399.34,134.81,-9.82,4,6.27,12,-475.35,24.21,11694.1,-1497.77,225.32
5.67,8.58,-12.54,Very high,Europe,22.08,-226.42,135.68,-25.26,2,6.06,16,1621.08,17.78,10331.04,-1063.19,1722.09
-17.1,3.24,-18.72,High,USA,0.09,-96.42,97.51,-19.22,4,34.41,10,1437.12,14.83,18364.47,-766.31,2840.93
-11.71,3.7,-34.29,Very high,USA,0.99,-195.38,58.38,-0.48,8,18.72,6,594.84,14.33,14987.24,-583.92,227.74
23.91,3.28,-18.72,Medium,UK,28.2,-205.68,132.97,-14.68,18,2.01,6,-354.09,16.09,13688.39,-381.65,0
7.79,3.68,-7.05,Low,UK,0.06,-172.6,102.87,-18.8,14,13.68,6,1136.22,20.55,25718.81,-804.51,0
16.86,2.84,1.35,Very low,USA,0.15,-191.76,70.39,-28.12,8,5.67,10,1169.91,16.88,18746.77,-517.89,0
-38.11,5.68,-1.83,Medium,Rest,48.54,-159.6,112.01,-19.56,14,39.84,6,2518.17,14.01,14607.15,-596.82,3721.82
-16.3,1.54,-13.5,Very low,USA,4.65,-228.62,75.24,-26.76,12,17.37,10,-134.52,12.48,15943.84,-849.35,0
40.25,6.52,-13.77,High,Rest,2.94,-172.62,97.05,-18.66,6,13.68,4,311.55,12.99,17202.21,-213.66,2226.12
2.1,9.84,-13.62,Low,Rest,0.24,-293.12,66.43,-13.68,8,3.63,10,1264.44,14.02,17310.01,-1092.93,0
-24.51,10.38,-11.97,Medium,Rest,7.74,-289.7,95.15,-5.56,14,0.54,8,2460.87,6.79,13702.2,-850.41,701.35
-18.38,6.38,-9.63,Very high,Europe,0.15,-272.56,110.23,-18.92,10,9.81,4,1053.81,19.28,13386.35,-1013.25,277.18
-59.83,4.5,-6.99,Very high,USA,76.8,-187.58,84.26,-8.6,12,6.63,4,-221.76,11.72,17582.31,-902.24,0
5.92,17.24,1.35,Medium,Rest,7.35,-210.46,97.72,-12.38,10,10.71,10,1753.38,11.8,13074.53,-925.22,3331.71
-34.94,5.28,-5.04,Low,Rest,5.61,-147.16,91.36,-12.44,6,18.78,8,280.38,15.97,14709.01,-484.59,1321.36
-42.95,2.36,-19.92,High,UK,4.53,-100.02,112.94,-9.24,8,13.26,6,283.41,14.11,15035.84,-215.63,1037.45
20.61,8.74,-25.8,Medium,UK,9.66,-135.6,62.96,-14.54,4,27.9,12,84.72,12.62,4903.94,-758.54,1277.18
-29.08,4.24,-4.47,Low,USA,1470.48,-188.88,76.58,-7.36,4,14.94,12,505.95,11.98,14635.74,-696.79,642.8
8.12,5.82,-8.37,High,USA,0.63,-137.8,46.22,-19.12,14,9.09,14,2443.38,12.48,15832.3,-436.56,1012.83
-52.21,1.36,-4.02,Very low,Europe,153.21,-326.62,104.85,-12.58,8,5.94,6,-1355.61,18.54,9667.23,-600.86,0
0.44,7,-4.35,Medium,Rest,0.09,-118.36,117.4,-27.2,6,9,12,840.81,14.33,13341.4,-843.37,2771.1
-30.04,5.06,-15.93,Medium,USA,0,-216.52,157.78,-17.64,4,12.18,4,-1004.04,17.03,16046.29,-973.43,952.17
-38.17,14.66,-20.58,High,Europe,19.38,-117.3,49.45,-10.92,4,9.63,6,-1207.95,14.88,10967.7,-962.7,0
24.34,1.76,-14.49,Medium,USA,0.66,-224.62,121,-20.84,10,8.52,4,950.64,13.9,15985.47,-434.34,417.16
-9.73,14.58,-5.64,Very high,USA,4.41,-124.5,130.59,-12.44,14,6.36,6,-806.31,17.63,16866.67,-728.2,950.28
15.48,16.88,-10.71,Very low,UK,15.48,-204.18,110.45,-18.92,12,10.35,0,-817.26,21.7,14763.92,-392.04,80.82
-22.87,1.96,1.05,Medium,UK,0.51,-302.46,80.19,-19.9,10,20.16,16,-1083.63,14,14757.38,-1003.98,0
-36.26,5.16,-11.4,Very high,Rest,9.81,-185.76,85.98,-16.98,12,10.62,6,1201.59,4.98,14644.28,-798.51,363.98
-17.51,2.66,-9.42,Medium,USA,2.67,-15.24,80.92,-22.42,10,22.8,4,-74.31,18.47,13254.68,-120.16,176.14
0.83,23.96,-14.37,Low,Rest,1.05,-154.6,76.88,-19.92,8,8.46,2,-239.22,13.59,22784.99,-512.64,1070.68
-30.58,1.78,-15.09,Low,Rest,0,-185.6,85.9,-25.26,4,5.76,12,490.2,21.75,11392.64,-634.49,303.17
2.5,3.3,-13.38,High,Rest,234.06,-121.12,103.63,-22.44,12,21.66,10,1952.07,13.14,11957.9,-876.16,2720.59
-6.94,10.1,-15.45,Very low,USA,201.48,-223.36,56.29,-10.14,0,8.7,4,1187.07,12.3,13956.1,-1064.33,0
-63.98,9.62,-8.67,Medium,USA,1.29,-271.64,136.99,-24.86,12,6.42,8,479.94,-1.75,15752.2,-942.86,939.24
-7.24,2.12,-12.57,High,Europe,0.84,-210,50.93,-22.12,10,5.85,8,483.69,12.32,14556.76,-926.78,0
29.23,5.86,-27.06,High,Europe,38.73,-53.86,116.83,-12.62,6,15.75,12,815.58,12.96,23743.91,-222.82,1372.08
-44.87,20.3,0.15,Very low,Rest,2.43,-223.6,108.64,-17.34,2,14.82,4,658.02,17.15,19329.1,-197.83,3727.63
-66.55,7.84,-7.08,High,Rest,0.15,-260,127.87,-20.86,14,4.77,8,629.19,16.38,14197.66,-234.89,2306.95
9.39,5.24,-7.38,Low,UK,104.79,-112.66,31.44,-19.76,10,2.67,12,-213.72,18.48,16130.05,-1106.19,0
-19.86,11.4,-8.61,Very low,USA,1.53,-239.42,101.55,-15.3,12,9.3,4,1323.99,15.6,13551.04,-846.69,0
-25.99,13.66,-16.68,Very low,USA,300.21,-22.3,72.53,-12.4,8,2.76,8,1147.44,14.54,11359.32,-1171.03,0
-22.72,3,-17.01,High,UK,683.01,-204.5,98.03,-8.8,10,17.37,4,133.77,14.34,10644.77,-698.27,183.01
11.27,45.14,9.18,Low,Europe,6.3,-152.98,111.81,-18.58,4,16.2,6,1091.88,14.07,13487.06,-555.97,3246.86
-17.12,3.9,-4.95,High,Rest,114.66,-286.96,107.54,-5.06,2,4.05,6,-452.73,16.4,10042.08,-831.63,190.31
-60.44,10.28,-7.44,Low,UK,60.21,-193.68,95.72,-11.62,10,17.31,8,2574.87,8.58,15511.42,-211.43,2039.19
-33.82,15.1,-16.2,Low,UK,4.59,-113.64,99.53,-10.14,2,9.36,8,1227.99,14.73,13992.93,-812.34,1657.03
-41.64,25.04,-6.27,High,Europe,6.33,-172.58,77.6,-6.94,10,8.97,6,-170.46,18.04,19905.38,-969.89,439.15
-10.99,9.66,5.64,Medium,Rest,26.46,-173.1,72.88,-21.12,10,7.59,4,582.54,14.13,11593.44,-1220.81,0
35.14,15.08,4.17,Low,Rest,97.17,-153.46,145.68,-9.06,6,8.13,14,1463.22,14.81,20606.6,-1125.46,3717.51
14.56,1.46,-7.44,Very low,Europe,3.6,-248.86,94.74,-15,10,7.65,8,-890.34,18.55,17372.48,-425.26,0
-7.64,6.06,-3.75,Very low,Europe,21.3,-216.48,43.85,-15.22,14,22.05,8,1438.35,17.34,13262.51,-348.74,27.18
14.51,1.26,-9.06,Very high,Europe,0,-206.8,72.54,-6.02,12,15.12,10,-466.86,10.49,14941.58,-1111.95,0
-59.31,7.34,0.15,Very low,Europe,0.48,-232.94,144.53,-7.48,6,2.34,6,-1213.05,13.69,13993.37,-526.28,99.59
38.27,0.66,-13.35,High,Rest,5.34,-199.76,147.75,-18.22,8,7.35,10,830.01,14.78,6841.44,-358.92,3256.3
-5.4,22.58,-11.7,High,Europe,0.96,-210.52,97.18,-10.28,10,14.64,8,-70.62,8.16,14310.93,-1427.79,528.88
-4.6,2.72,-13.8,Very high,Europe,4.05,-136.34,50.7,-17.12,14,8.67,10,116.91,17.81,15614.91,-999.03,0
-34.59,9.2,-6.36,High,USA,1.29,-176.24,119.06,-12.6,10,9.51,4,1248.27,16.28,14336.79,-776.52,1600.29
28.02,1.06,-12.87,Very high,USA,0.18,-186.56,124.66,-13.32,12,5.91,10,537.78,14.59,14277.67,-574.13,971.15
-28.21,13.82,-9.63,Medium,Europe,0,-138.96,110.39,-12.62,10,4.47,14,-1120.74,13.08,5049.94,-901.5,248.81
-102.52,15.24,-4.62,Low,Europe,0.78,-173.9,110.54,-28.36,6,8.52,8,-525.9,3.89,17460.7,-573.6,512.48
-26.28,4.8,-9.42,Very high,Rest,2.07,-339.32,72.71,2.44,12,19.8,8,633.69,12.06,6405.33,-283.14,1648.66
-9.57,3.42,-1.98,Very high,USA,123.3,-243.02,55.71,-9.86,8,9.57,8,825.84,15.59,9466.05,-503.73,0
-8.11,1.06,-2.4,Very high,Europe,27.3,-207.94,94.99,-19.62,4,10.02,8,1604.55,19.96,12958.43,-478.57,734.56
5.29,3.2,-11.58,Medium,Europe,9.6,-95.3,88.21,-29.12,10,7.02,10,-71.94,7.95,4515.25,176.59,266.29
-61.14,8.34,-23.19,Medium,UK,0.3,-313.18,64.67,-14.68,4,5.1,4,299.52,11.84,15641.72,-787.86,0
-38.41,5.62,-22.41,Very low,Europe,15.75,-207.56,43.84,-18.8,12,24.48,10,145.32,14.4,23282.86,-678.17,0
-22.5,16,-13.35,Medium,Rest,1879.95,-183.72,127.37,-12.14,8,13.77,6,2034.63,10.93,13819.93,-1103.93,3599.16
-34.12,11.4,-13.11,Medium,USA,0.24,-214.72,86.45,-12.78,6,27.36,12,1064.4,9.89,20898.69,-615.22,2814.04
27.77,3.14,-0.33,Very high,Rest,11.01,-60.9,60.36,-13.56,8,5.07,6,1807.59,14.96,19718.57,-997.3,0
10.44,13.46,-9,High,Rest,3.96,-194.58,121.3,-18.96,18,12.33,8,1260.33,9.36,21750.04,-547.8,2952.31
16.63,33.04,-11.49,Low,UK,21.24,-216.46,107.26,-1.44,4,20.01,6,-1642.11,6.11,16508.07,-290.35,2617.82
-32.93,12,-16.08,Low,Rest,4.83,-74.68,98.6,-17.2,6,10.53,6,708.72,14.61,17142.44,-414.6,2369.53
-13.25,20.6,-9.6,Very low,USA,82423.59,-324.44,109.86,-7.16,8,9.9,12,394.98,13.68,26868.64,-836.93,2277.7
-56.99,7.9,-14.19,Very high,Rest,0.51,-205.2,83.62,-26.98,12,3.24,2,1137.75,21.71,14930.39,-913.84,0
-52.45,4.86,-8.79,Medium,USA,97.59,-145.56,61.7,-13.08,6,14.43,12,-626.85,16.83,12636.97,-959.05,0
25.07,13.14,-4.71,High,USA,14.61,-192.3,110.89,-9.28,8,19.44,6,65.91,18.45,13045.35,-581.7,2438.09
-44.6,7.42,-10.95,Medium,Rest,0.09,-302.24,76.59,-26.4,4,24.69,10,192.27,19.36,14265.7,-908.62,2031.42
-9.31,9.06,-13.83,Very high,Europe,0.27,-136,104.27,-24,6,5.13,4,-19.41,15.42,18935.7,-468.33,425.35
6.23,2.92,-8.07,Low,Rest,6.96,-192.4,56.79,-11.88,12,10.05,10,511.74,15.32,15178.12,-729.12,0
4.26,7.12,-0.12,High,UK,1.23,-215.04,100.93,-20.92,4,1.53,2,-763.53,15.39,9937.83,-677.64,0
-45.59,9.94,9.36,High,Europe,0.75,-254.06,113.23,-16.92,12,5.64,10,851.7,14.86,18301.48,-364.86,707.73
-2.65,7.74,3.33,High,Europe,6.33,-182.36,134.94,-16.8,14,5.91,10,-513.36,14.73,15368.3,-807.81,197.51
-35.47,15.26,-17.79,Very low,Europe,0,-203.94,105.49,-19.68,10,11.22,4,1481.46,13.49,15086.08,-598.42,559.16
17.94,9.1,-11.64,Medium,Europe,5.91,-199.06,48.56,-1.96,4,16.74,8,1084.98,11.83,16282.47,-676.24,360.45
1.95,4.58,-0.72,Low,Rest,22.44,-184.62,146.21,-11.18,4,8.49,8,527.22,13.33,18136.69,-1189.19,1331.55
-6.1,6.88,-11.94,High,USA,2.19,-133.62,67.6,-15.7,8,12.75,8,-187.26,13.39,15576.59,-1022.96,0
-51.29,8.9,-11.58,Low,Rest,0.51,-235.62,107.8,-21.62,4,3.18,8,-530.13,16.28,18470.59,-750.21,249.47
-63.86,6.82,-10.86,Low,UK,0.6,-301.64,70.95,-19.84,8,14.16,12,-100.62,14.85,12953.81,-1393.7,0
-5.4,10.82,-7.98,High,Rest,9,-294.16,95.02,-16.86,4,10.5,16,838.2,9.82,12262.31,-908.08,3513.19
-10.97,10.94,-23.64,Medium,Rest,3.78,-248.84,87.16,-5.94,4,4.41,8,325.92,15.46,16602.51,-460.81,1636.57
-50.45,4.08,-2.67,High,USA,4.56,-273.68,75.63,-11.14,10,12.27,2,1923.27,13.98,8431.52,-1027.14,0
-29.66,6.82,-11.22,Very low,USA,0.33,-128.1,79,-13.26,8,7.23,12,1329.03,9.59,15914.33,-1261.42,0
-21.52,8.6,8.34,Very high,USA,3.81,-345.58,100.02,-23.58,12,4.92,10,-172.53,8.88,12784.42,-592.8,492.5
0.92,11.94,-2.85,Very low,Rest,385.56,-220.38,115.8,-23.6,6,17.73,8,2181.18,15.06,16811.3,-547.74,3685.93
-2.54,2.9,0.96,High,USA,55.68,-155.64,76.87,-4.84,10,7.11,12,490.44,21.09,1718.71,-893.56,0
-57.65,4.22,-8.37,Low,Rest,16.71,-187.24,67.42,-10,8,2.73,10,549.96,18.38,14517.41,-1218.82,0
-35.17,11.8,8.13,Medium,Rest,3.72,-223.74,80.13,-9.9,10,13.98,12,82.74,15.01,19085.41,-939.08,709.43
8.36,0.92,-10.05,Very low,Europe,0.09,-178.48,116.51,-18.1,14,24.57,2,-1101.96,8.22,14520,-863.34,0
-25.79,2.52,-2.13,Very high,UK,0.12,-181.48,58.06,-18.64,6,12.81,2,473.13,14.27,11723.05,-755.14,0
19.03,10.06,-9.66,High,Rest,36.33,-39.92,75.88,-17.12,10,24.63,6,1379.82,15.13,25088.79,-720.39,2648.71
40.84,4.84,-12.24,Low,Europe,20.34,-390.38,87.74,-18.72,4,1.68,4,788.97,16.94,11216.17,-878.71,0
17.94,12.12,-16.95,Very high,Rest,169.26,-93.24,106.71,-21.34,12,2.82,2,427.29,12.06,16346.37,-462.02,781.94
-51.26,3.52,-19.89,Medium,USA,1.44,-196.54,106.51,-7.92,6,1.41,8,577.05,18.39,12472.34,-608.92,107.31
15.96,11.5,-5.82,Very high,UK,4.5,-131.68,151.36,-14.44,6,16.71,6,171.27,14.34,8344.83,-183.7,2814.64
5.41,10.28,15.6,Low,Rest,0.03,-97.02,96.47,-12.68,4,3.66,12,2112.03,14.72,20290.85,-626.39,3370.5
-24.73,4.32,11.58,Very high,UK,0.03,31.44,97.1,-16.34,16,15.15,12,538.47,12.25,15935.12,-395.07,964.09
-1.29,5.8,-9.48,Very high,UK,4.44,-197.22,73.17,-9.28,10,4.29,8,-664.02,13.55,13469.87,-739.54,0
-5.29,0.26,-7.02,Low,Rest,394.62,-136.9,108.1,-12.78,8,10.44,6,-752.82,13.66,23611.94,-745.86,0
-16.97,6.62,-17.34,Very high,Rest,0.72,-103.92,96.24,-20.86,8,28.56,8,-1.29,14.61,21465.38,-945.71,2633.81
-23.06,5.42,-12,High,UK,0,-108.14,109.77,-10.32,10,10.5,6,1360.98,16.02,16095.91,-601.94,1050.07
9.27,13.8,-38.13,High,Rest,0.33,-241.34,140.86,-18.26,8,11.97,8,-457.68,10.8,16323.63,-804.17,3277.13
27.74,9.54,-11.97,High,Rest,235.98,-217.82,70.9,-20.16,2,20.76,18,-318.12,18.36,16366.29,-204.53,3712.44
31.22,6.64,-18.87,Low,Europe,126.12,-7.7,92.92,-12.66,6,26.64,6,1459.98,3.99,14748.64,-1285.1,396.84
-8.88,11.58,-22.5,Medium,UK,0,-154.18,60.97,-18.74,8,8.22,6,1347.3,15.06,15233.31,-1174.21,44.07
17.04,4.28,2.19,Very low,USA,29.85,-156.56,100.25,-3.5,2,5.88,10,-270.21,15.09,8421.64,-624.57,0
-90.83,12.54,-10.05,Very high,USA,2295.87,-69.8,103.89,-17.24,6,0.36,4,-438.87,13.25,13957.5,-392.21,1022.1
