F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Class
6.57,-10.02,385,13.92,-4.3,26.7,16.12,-36.98,-448.72,20,15.3,249.66,8.65,-1.82,,False
-9.72,-27.72,16,18.96,-7.9,5.37,10.17,-34.98,-468.72,2,-0.06,73.66,0.73,3.08,,True
3.45,-8.25,285,14.02,-2.54,30.3,17.47,-36.98,-768.72,20,12.45,189.66,8.65,-3.51,,False
6.06,-9.51,100,11.74,-3.16,17.25,15.87,-56.98,-678.72,20,14.22,99.66,9.45,-3.46,,True
-3.06,-12.36,5,9.14,-5.12,43.8,15.92,-26.98,-668.72,20,9.39,119.66,5.65,-0.69,5.1,False
-9.72,-25.44,5,14.8,-7.71,1.74,9.77,-34.98,-476.72,2,-1.47,79.66,0.62,1.58,,False
2.22,-11.31,20,8.5,-3.64,19.95,14.97,-56.98,-648.72,20,9.27,49.66,8,-2.02,5.31,False
-11.28,-23.7,10,14.04,-9.32,3.12,10.12,-30.98,-412.72,2,-1.95,121.66,0.05,1.26,,False
-9.51,-27.96,25,14.06,-8.39,5.1,9.87,-30.98,-484.72,2,0.45,107.66,1.06,1.26,,False
-14.34,-24.6,2,13,-7.35,0.33,10.17,-34.98,-452.72,2,-5.1,77.66,0.01,2.46,4.56,False
6.6,-14.94,365,14.26,-3.51,29.55,15.07,-56.98,-528.72,20,15.03,219.66,9.25,-3.2,5.89,False
6,-11.64,360,12.34,-3.24,39.9,14.62,-56.98,-418.72,20,12.69,179.66,8.35,-2.52,,False
-8.97,-32.85,18,15.48,-7.87,4.5,9.84,-30.98,-438.72,2,-16.2,117.66,0.64,1.29,,False
-7.59,-26.49,1,13.28,-9.78,3.33,10.31,-26.98,-446.72,2,-7.32,139.66,0.37,1.71,,True
5.22,-11.1,80,12.94,-2.96,20.25,16.62,-36.98,-518.72,20,10.29,169.66,7.3,-3.79,,True
6.51,-20.37,245,10.84,-3.94,28.8,16.17,-56.98,-538.72,20,10.83,-60.34,9.15,-3.74,6.85,True
-11.88,-27.69,32,12.6,-8.3,4.47,9.93,-26.98,-464.72,2,-0.45,117.66,0.9,2.37,5.57,False
3.99,-10.05,315,9.6,-2.52,40.2,15.22,-56.98,-588.72,20,13.5,29.66,9.35,-3.37,,True
-9.51,-24.18,27,14.82,-7.46,4.53,9.97,-34.98,-458.72,2,-0.51,77.66,0.25,1.37,5.3,False
-13.29,-25.05,33,14.62,-7.8,2.16,10.44,-30.98,-464.72,2,0.69,67.66,0.09,1.95,5.01,False
1.2,-15.24,110,10,-4.61,26.4,15.22,-76.98,-828.72,20,4.56,-50.34,6.2,-1.42,,False
-5.97,-21.99,345,14.66,-2.82,33.9,15.82,-36.98,-448.72,20,13.62,189.66,5.85,-2.87,5.5,False
-0.84,-13.05,220,13.06,-3.95,28.2,15.97,-36.98,-698.72,20,13.02,229.66,9.45,-3.23,6.04,False
-8.61,-31.05,11,12.04,-9.8,5.73,10.23,-26.98,-440.72,2,-8.94,101.66,0.65,3.21,7.7,True
4.47,-10.26,325,19.86,-2.19,36.3,16.42,-36.98,-788.72,10,13.77,199.66,8.9,-3.84,,True
-1.08,-18.6,120,10.5,-5.5,25.5,14.87,-56.98,-728.72,20,4.41,139.66,5.5,0.53,,False
2.25,-15.9,175,10.3,-3.48,21.3,14.52,-56.98,-698.72,20,11.43,29.66,8.35,-1.54,,False
-11.31,-27.09,22,14.86,-8.66,3.54,10.4,-26.98,-482.72,2,-3.57,105.66,0.32,3.84,,False
-0.93,-11.82,75,10.9,-3.96,25.05,15.42,-56.98,-858.72,20,11.28,239.66,8.55,-2.79,4.33,False
-12.84,-24.15,25,13.7,-7.53,1.65,10.11,-30.98,-464.72,2,-0.09,137.66,0.86,2.32,7.31,True
5.64,-10.26,210,12.18,-2.59,20.1,16.47,-56.98,-778.72,20,10.92,-40.34,8.55,-0.55,7.41,True
-11.88,-24.03,20,13.1,-7.79,3.78,10.46,-26.98,-404.72,2,-0.48,135.66,0.03,5.63,6.87,True
6.63,-8.01,205,17.98,-2.24,32.25,19.12,-36.98,-638.72,20,10.32,119.66,5.05,-0.48,,True
-7.89,-26.79,49,12.16,-8.94,3.03,10.25,-34.98,-470.72,2,-2.64,61.66,0.63,1.1,5.47,False
-2.67,-21.63,330,8.5,-5.17,37.2,16.22,-76.98,-878.72,20,8.64,-60.34,5.6,-1.82,,False
-7.2,-29.25,11,10.84,-7.3,4.95,10.48,-34.98,-486.72,2,0.09,79.66,0.89,2.1,5.52,True
3.39,-12.54,135,11.12,-8.37,27.6,16.07,-56.98,-658.72,20,10.02,19.66,5.35,-1.52,,False
4.62,-20.37,115,10.22,-3.24,36.45,15.17,-36.98,-658.72,20,13.05,129.66,7.95,-2.13,4.43,False
-8.73,-24.81,29,15.5,-7.42,0.15,10.13,-34.98,-442.72,2,-0.84,77.66,0.71,3.02,,False
-6,-14.67,195,17.92,-5.58,26.4,15.47,-36.98,-628.72,20,3.03,229.66,5.35,-0.91,,False
3.09,-16.62,10,11.68,-4.22,20.4,18.17,-56.98,-808.72,20,11.34,229.66,6,-2.11,,True
-10.29,-24.93,4,12,-11.95,0.9,10.05,-30.98,-458.72,2,-6.81,79.66,0.59,1.24,5.95,False
-22.08,-33.57,17,12.44,-7.8,5.73,9.47,-30.98,-484.72,2,-0.72,61.66,0.29,2.88,5.24,False
-9.6,-24,23,13.14,-7.38,5.52,10.11,-30.98,-474.72,2,0.63,77.66,0.8,1.76,7.24,True
-7.32,-29.37,34,15.54,-10.07,2.58,10.14,-26.98,-434.72,2,-7.29,109.66,1.03,1.02,5.75,True
-17.7,-27.39,14,12.28,-7.3,5.31,9.93,-26.98,-444.72,2,-1.35,135.66,0.74,1.95,,False
-3.12,-17.25,230,11.44,-5.02,28.2,15.62,-56.98,-658.72,20,9.72,219.66,6.9,-3,4.11,False
3,-13.89,200,12,-4.13,21.9,16.82,-56.98,-868.72,20,9.39,269.66,6,-0.32,4.15,False
0.51,-9.33,345,14,-3.28,24.9,16.87,-36.98,-828.72,20,2.22,209.66,8.85,-1.6,5.5,False
-8.88,-27.69,7,13.24,-10.79,4.38,10.15,-34.98,-482.72,2,0.18,77.66,0.2,3.04,6.38,True
-8.7,-23.73,60,12.04,-8.72,5.64,10.46,-34.98,-456.72,2,-3.51,97.66,0.39,1.96,,True
-13.23,-34.14,15,12.24,-7.23,4.14,10.14,-26.98,-484.72,2,-1.11,133.66,0.86,2.41,,True
-9.03,-30.3,17,12.3,-7.53,0.9,10.22,-30.98,-472.72,2,-3.12,97.66,0.97,1.73,7.7,True
5.85,-13.35,310,11.9,-3,34.8,18.07,-56.98,-568.72,20,11.85,159.66,6.45,-2.87,6.96,True
3.06,-11.85,90,13.58,-4.13,19.65,14.67,-36.98,-538.72,20,12.75,139.66,7.3,-2.37,4.49,False
-10.83,-22.98,58,12.9,-7.57,3.42,10.36,-30.98,-424.72,2,-0.9,85.66,0.99,1.2,,True
-25.35,-23.07,27,15.6,-7.87,5.37,10.48,-34.98,-420.72,2,1.68,85.66,0.98,3.28,,True
-8.64,-25.29,13,11.26,-7.83,3.42,9.74,-34.98,-430.72,2,-1.32,73.66,0.08,3.64,,False
-13.95,-24.75,36,14.6,-7.82,6,10.02,-34.98,-448.72,2,-5.64,71.66,0.47,1.93,,True
-8.25,-26.55,16,14.48,-7.12,3.51,10.45,-26.98,-418.72,2,1.44,127.66,0.62,1.96,,True
-8.7,-27.54,27,14,-9.23,2.58,10.21,-30.98,-460.72,2,0.09,93.66,0.29,2.46,,False
-8.25,-24.96,66,12.32,-7.14,4.02,10.37,-26.98,-430.72,2,0.15,127.66,0.84,2.64,,True
3.3,-25.11,140,16.92,-3.31,24,15.32,-56.98,-468.72,20,14.22,109.66,7.5,-3.28,,True
-0.12,-18.36,105,11.94,-5.04,20.85,15.07,-36.98,-828.72,20,-1.17,139.66,7,-1.84,4.89,False
0.93,-16.41,30,10.26,-5.03,40.95,14.27,-56.98,-688.72,20,6.27,109.66,7,0.26,,False
-9.36,-24.27,18,13.82,-7.63,4.23,10.29,-30.98,-476.72,2,0.03,113.66,0.31,1.19,,False
4.44,-9.54,200,9.72,-4.06,18,18.62,-76.98,-808.72,20,15.21,-10.34,6.4,-3.85,,True
-17.67,-24.18,18,12.18,-7.79,5.73,9.88,-30.98,-438.72,2,-2.13,87.66,0.76,2.42,,True
-12.42,-26.61,61,11.9,-7.63,5.04,10.15,-30.98,-458.72,2,0.24,65.66,0.54,3.27,,False
-8.91,-24.78,19,16.28,-7.68,3.84,10.08,-26.98,-442.72,2,0.42,109.66,0.79,3.97,,True
-8.25,-26.43,30,20.78,-7.66,5.73,9.97,-32.98,-496.72,2,-0.78,99.66,0.95,1.77,6.06,False
-14.91,-25.77,4,12.02,-8.3,3.27,10.12,-30.98,-444.72,2,-1.89,57.66,0.85,2.58,6.36,True
-10.53,-30.12,66,12.82,-7.7,3.93,10.21,-34.98,-442.72,2,-1.23,75.66,0.66,5.07,,True
6.48,-18.84,5,8.62,-3.29,18.3,16.67,-46.98,-718.72,20,14.73,-20.34,7.95,-3.33,6.49,True
-1.53,-15,90,8.46,-4.4,30.75,15.42,-56.98,-688.72,20,9.54,-30.34,5.5,-1.48,5.25,False
2.13,-20.76,335,11.38,-3.91,19.65,16.52,-56.98,-868.72,20,12.12,-90.34,7.5,-2.88,5.06,False
0.87,-14.28,15,14.92,-3.49,15.6,13.92,-36.98,-608.72,20,11.4,169.66,9.1,-0.26,4.36,False
-21.48,-24.72,17,14.6,-7.54,4.74,9.66,-30.98,-448.72,2,-0.78,87.66,0.91,5.87,,False
-7.5,-36.78,59,14.64,-8.51,4.62,10.2,-26.98,-416.72,2,0.72,125.66,0.53,3.33,,True
-8.37,-26.76,6,11.44,-9.03,5.31,9.9,-34.98,-462.72,2,-2.88,65.66,0.56,2.03,,True
-7.92,-25.65,4,11.86,-8.05,2.97,10.44,-34.98,-498.72,2,-1.35,77.66,0.82,1.03,7.65,True
-10.41,-23.91,18,12.84,-7.41,5.97,10.33,-30.98,-422.72,2,-1.59,87.66,0.43,2.3,,True
-12.15,-16.14,110,8.74,-4.89,18,15.77,-56.98,-808.72,20,8.34,-120.34,5.65,-2.11,4.85,False
-23.34,-24.78,3,12.22,-12.11,3.21,10.36,-30.98,-476.72,2,0.6,129.66,0.92,4.02,6.64,True
-12,-39.39,15,14.78,-7.47,0.57,10.08,-30.98,-420.72,2,-4.02,135.66,0.75,2.08,,True
4.32,-21.48,130,15.08,-3.68,29.1,17.32,-36.98,-848.72,20,11.46,259.66,5.7,-2.67,,False
2.91,-10.08,115,12.84,-2.88,26.7,16.57,-56.98,-508.72,20,14.79,129.66,6.05,-2.33,,True
-9.33,-25.68,7,11.82,-7.34,1.8,10.43,-30.98,-438.72,2,-4.68,77.66,0.6,2.92,6.29,True
-2.88,-15.87,190,12.24,-4.91,43.5,15.17,-56.98,-848.72,20,9.12,-60.34,6.85,-1.98,5.94,False
4.47,-20.28,35,12.3,-7.29,18.45,14.67,-76.98,-528.72,20,7.29,79.66,7.7,0.71,4.63,False
6.27,-8.25,325,17.56,-3.54,16.35,18.02,-56.98,-648.72,20,13.14,99.66,7,-3.66,,False
-11.22,-24.33,2,11.14,-9.19,1.83,10.15,-30.98,-434.72,2,-0.45,61.66,0.86,1.72,7.09,True
-12.72,-26.04,31,11.72,-7.46,4.71,9.6,-30.98,-416.72,2,-4.47,71.66,0.43,2.29,4.76,False
-7.56,-23.58,30,15.3,-8.98,5.07,10.42,-34.98,-446.72,2,-1.35,65.66,0.5,3.03,6.28,True
-16.11,-24.84,13,13.44,-7.45,1.77,10.23,-30.98,-468.72,2,-1.35,89.66,0.46,1.24,5.73,False
-9.81,-27.93,20,12.88,-7.72,5.85,9.86,-30.98,-432.72,2,0.3,75.66,0.94,1.19,7.34,True
-11.52,-30.81,36,14.88,-7.37,2.16,10.21,-30.98,-486.72,2,-0.48,119.66,0.75,2.9,6.58,True
2.34,-18.51,335,14.06,-6.26,27.15,15.87,-56.98,-828.72,20,9.75,159.66,6.4,-0.15,4.04,False
-1.74,-16.68,120,9.3,-6.46,42,14.97,-56.98,-768.72,20,10.62,189.66,7.15,-0.97,3.84,False
-12.06,-33.81,13,12.62,-8.16,3.51,10.4,-34.98,-420.72,2,-8.61,79.66,0.85,3.03,,True
-10.23,-24.36,7,15.96,-7.62,1.5,10.14,-26.98,-452.72,2,0.21,103.66,0.7,1.37,,True
-8.61,-35.37,49,12.02,-7.31,4.86,10.35,-34.98,-472.72,2,-0.51,81.66,0.24,2.38,,False
-9.57,-29.04,50,14.16,-7.18,0.99,10.15,-34.98,-414.72,2,-4.35,69.66,0.98,1.12,,True
-9.48,-23.22,12,13.58,-7.48,5.4,10.46,-26.98,-410.72,2,-2.64,101.66,0.35,1.5,7.1,True
-9.27,-25.74,4,11.74,-9.33,3.39,9.8,-34.98,-420.72,2,-12.39,59.66,0.6,1.66,6.25,True
-1.44,-17.22,270,13.3,-5.26,25.65,14.57,-56.98,-888.72,20,4.74,269.66,6.5,-0.93,,False
-2.97,-21.06,360,11.94,-4.2,22.65,14.97,-66.98,-608.72,20,9.3,89.66,5.95,-0.08,4.74,False
-8.37,-24.36,40,11.74,-9.22,5.67,9.65,-34.98,-480.72,2,-0.39,79.66,0.92,1.93,,False
7.62,-8.22,350,13.06,-3.34,22.5,18.47,-36.98,-858.72,20,15.66,269.66,7.85,-2.75,4.24,False
-11.55,-25.56,24,11.86,-9.01,3.9,10,-26.98,-440.72,2,-9.9,125.66,0.94,1.11,6.84,True
-8.37,-23.22,67,15.9,-7.13,5.31,10.27,-30.98,-426.72,2,-3.24,73.66,0.7,1.09,6.52,True
-10.89,-23.73,15,15.48,-7.82,4.65,10.14,-26.98,-492.72,2,0.51,117.66,0.72,1.35,5.57,False
-11.58,-24.21,0,12.36,-9.23,1.23,10.35,-28.98,-488.72,2,-5.97,101.66,0.47,1.55,,False
-10.26,-30.96,11,11.6,-7.46,2.85,10.36,-34.98,-478.72,2,-0.87,83.66,0.62,2.68,7.65,True
-8.25,-26.1,20,10.92,-8.17,5.67,9.78,-30.98,-436.72,2,-0.39,65.66,0.91,3.45,,True
-8.07,-24.06,25,15.52,-7.77,5.4,10.09,-30.98,-488.72,2,-1.59,63.66,0.6,2.14,,True
-9.15,-23.76,60,12.72,-8.53,6.54,10.46,-30.98,-460.72,2,1.05,121.66,0.61,1.51,6.39,True
-11.1,-30.03,22,11.92,-7.75,3.72,9.89,-34.98,-478.72,2,-0.15,77.66,0.66,1.78,5.87,False
-14.04,-24.69,63,14.04,-7.85,4.02,9.96,-30.98,-422.72,2,-2.4,123.66,1,2.71,6.58,True
-9.3,-23.85,12,11.88,-7.27,3.78,10.3,-30.98,-406.72,2,-2.85,137.66,0.59,1.1,6.58,True
1.53,-13.86,275,11.96,-3.27,41.85,15.77,-36.98,-478.72,20,6.84,259.66,5.35,-0.06,4.04,False
-10.02,-25.74,26,12.58,-7.4,0.6,10.2,-30.98,-420.72,2,0.78,101.66,0.61,1.66,6.2,True
3.18,-12.42,165,15.56,-3.54,36.45,16.57,-56.98,-638.72,20,0.12,249.66,6.15,-2.17,5.93,True
-18.66,-29.49,15,20.1,-8.07,2.16,10.4,-30.98,-480.72,2,-11.88,81.66,0.33,2.91,,False
1.59,-12.03,205,12.18,-3.24,39,15.27,-36.98,-708.72,20,12.75,159.66,9.5,-3.4,,True
-12.78,-25.65,29,13.3,-7.45,3.99,10.14,-26.98,-484.72,2,-2.94,119.66,0.69,1.16,,False
-10.14,-28.89,16,12.98,-8.27,3,10.35,-34.98,-448.72,2,0.87,93.66,0.55,5.27,5.24,True
2.22,-14.85,255,9.08,-3.22,26.25,17.42,-76.98,-838.72,20,11.4,79.66,5.4,-0.7,,False
1.68,-16.29,175,14.44,-4.69,27.3,14.62,-56.98,-518.72,20,9.81,269.66,5.25,-0.43,4.4,False
1.08,-12.3,215,9.74,-4.92,29.4,14.87,-66.98,-838.72,20,10.23,89.66,9.7,3.77,,False
-10.5,-9.9,330,9.64,-4.57,31.95,15.82,-56.98,-788.72,20,9.45,-60.34,9.75,-3.16,,True
-9.84,-32.43,61,12.14,-7.6,5.04,10.11,-34.98,-466.72,2,-4.89,83.66,0.48,2.67,6.08,False
4.29,-18.09,235,11.02,-3.23,44.7,16.12,-36.98,-768.72,20,8.82,139.66,7,-1.58,,False
3.12,-21.09,270,13.4,-3.48,20.1,15.37,-56.98,-528.72,20,11.73,229.66,6.85,-1.53,5.89,False
6.03,-23.91,230,10.68,-2.53,16.5,16.52,-76.98,-578.72,20,10.62,-60.34,8.9,-1.23,7.21,True
-9.03,-26.61,5,12.04,-8.38,5.76,9.84,-34.98,-426.72,2,0.39,95.66,1,2.03,,True
4.17,-12.03,145,10.5,-4.28,15.6,16.77,-76.98,-838.72,20,3.69,-90.34,6.85,-2.88,,False
-9.39,-28.32,11,12.64,-7.99,2.37,10.09,-34.98,-480.72,2,-3.75,93.66,0.6,1.22,5.71,False
3.69,-12.42,60,10.62,-8.7,26.7,16.67,-76.98,-858.72,20,9.42,29.66,6.15,-2.37,,False
-15.42,-25.32,70,13.14,-9.78,4.98,10.25,-30.98,-434.72,2,-5.13,73.66,0.27,2.78,,False
-0.3,-9.39,255,12.84,-2.19,19.95,18.02,-56.98,-738.72,20,14.61,129.66,7,-3,5.96,True
2.73,-12.3,110,11.28,-3.38,24.15,15.42,-36.98,-648.72,20,6.15,169.66,7.3,-0.79,4.87,False
0.84,-8.79,215,16.74,-2.96,24.15,16.57,-56.98,-638.72,20,14.97,19.66,8,-3.4,,True
-11.25,-23.64,43,12.32,-7.63,1.38,10.08,-34.98,-430.72,2,-3.24,93.66,0.59,1.31,,False
-19.95,-25.59,4,11.18,-9.25,1.62,9.72,-34.98,-458.72,2,-3.42,89.66,0.59,1.36,,False
-9.54,-24.87,36,11.56,-7.86,4.47,10.33,-30.98,-482.72,2,-6.93,65.66,0.04,6.63,,False
-12.36,-34.86,46,12.18,-7.47,5.7,9.81,-34.98,-442.72,2,-4.35,85.66,0.97,1.45,6.53,False
5.64,-10.11,175,12.42,-4.03,34.95,16.02,-36.98,-568.72,20,14.58,199.66,7.4,-1.44,7.16,True
-6.99,-26.76,3,12.92,-7.41,4.62,10.47,-26.98,-426.72,2,-0.81,125.66,0.96,1.57,,True
-9.3,-25.59,9,12.36,-7.7,3.93,10.18,-30.98,-458.72,2,-5.46,135.66,0.78,1.09,,True
7.59,-8.43,230,12.08,-3.11,27.45,18.32,-36.98,-648.72,20,10.95,139.66,7.75,-2.74,6.71,True
-21.81,-28.86,37,12.76,-8.83,5.97,10.29,-34.98,-420.72,2,-4.8,71.66,0.84,2.54,7.36,True
2.67,-17.1,275,11.88,-4.28,22.2,16.67,-56.98,-828.72,20,9.93,119.66,5.45,-1.53,4.28,False
1.53,-19.56,355,15.52,-5.98,34.65,14.52,-36.98,-548.72,20,5.46,209.66,5.55,-0.57,4.1,False
-8.67,-24.21,65,12.28,-8.33,4.47,10.2,-30.98,-460.72,2,-0.27,115.66,0.93,1.01,7,True
-1.98,-12.06,205,9.6,-3.18,20.7,15.97,-76.98,-578.72,20,11.04,79.66,7.45,-1.63,,True
-12.69,-26.91,3,11.76,-7.55,3.84,10.2,-30.98,-428.72,2,-4.59,127.66,0.01,1.49,,False
-10.68,-25.74,55,13.98,-7.73,0.72,10.29,-34.98,-462.72,2,-3.06,61.66,0.57,3.47,6.47,True
2.34,-17.73,205,10.3,-8.97,20.1,14.67,-76.98,-508.72,20,11.88,-120.34,6.35,-2.63,5.06,False
-7.83,-24.63,11,12,-8.05,1.17,10.24,-30.98,-460.72,2,-3.81,139.66,0.67,1.7,6.99,True
0.06,-9.21,35,12.22,-2.74,21.45,16.22,-36.98,-638.72,20,10.05,279.66,9.8,-3.39,,True
-8.01,-24.36,44,13.14,-7.83,2.52,10.42,-34.98,-454.72,2,-5.49,93.66,0.51,4.78,7.37,True
-11.16,-24.03,16,12.38,-9.01,2.91,10.14,-34.98,-468.72,2,-6.75,95.66,0.86,2.04,7.06,True
-7.56,-23.22,20,12.58,-7.7,4.92,10.46,-26.98,-418.72,2,-4.26,113.66,0.22,1.16,,True
-9.75,-28.11,43,19.3,-7.59,1.56,10.24,-32.98,-428.72,2,-5.46,99.66,0.87,2.87,6.98,True
-2.73,-15.45,245,18.74,-4.11,16.2,14.42,-56.98,-498.72,20,9.84,249.66,5.55,0.34,,False
-14.91,-23.85,6,13.02,-7.25,2.67,10.29,-30.98,-410.72,2,-5.37,125.66,0.66,4.49,,True
-0.42,-15.39,390,12.8,-3.23,19.05,16.62,-76.98,-578.72,20,4.44,9.66,5.65,-1.02,4.09,False
-8.91,-23.31,30,11.72,-7.39,3.06,9.92,-30.98,-400.72,2,-5.82,89.66,1,2.85,5.25,True
-7.71,-27.72,75,16.46,-7.32,5.4,10.25,-34.98,-418.72,2,-1.5,77.66,0.33,3.67,,True
0.87,-14.79,100,10.3,-4.04,21.75,15.17,-56.98,-788.72,20,8.25,49.66,6.45,-2.07,4.44,False
-7.26,-24.9,3,11.98,-7.17,2.31,10.44,-30.98,-444.72,2,-0.03,103.66,0.57,0.99,,True
-10.68,-23.34,35,15.1,-8.29,4.98,10.37,-30.98,-476.72,2,-0.75,141.66,0.95,5.2,,True
-12.3,-25.8,4,12.86,-7.96,5.37,9.76,-30.98,-492.72,2,-1.77,85.66,0.46,1.74,4.57,False
8.7,-7.8,140,11.64,-2.15,24.6,16.67,-36.98,-478.72,20,13.77,159.66,10.2,-1.15,5.99,True
-9.3,-27.15,31,11.5,-9.68,2.19,10.17,-34.98,-462.72,2,-1.17,69.66,0.89,1.34,,True
-12.06,-27.81,27,14.14,-8.7,1.35,10.12,-34.98,-448.72,2,-8.46,71.66,0.04,2.11,5.48,False
-9.99,-25.11,1,12.72,-9.26,5.61,10.47,-26.98,-464.72,2,-3.54,109.66,0.76,2.5,,True
-13.44,-25.41,69,12.24,-8.48,4.17,10.17,-34.98,-438.72,2,-4.26,87.66,0.09,1.65,,False
-11.31,-27.6,10,11.86,-8.34,2.13,10.08,-30.98,-420.72,2,-5.43,117.66,0.78,2.85,,True
6.24,-8.94,150,9.2,-4.72,31.5,17.57,-56.98,-498.72,20,13.74,169.66,5.1,-0.31,,True
5.16,-21.81,140,13.8,-4.24,41.25,15.62,-56.98,-528.72,20,12.96,129.66,6.75,-3.17,6.02,False
5.46,-10.17,15,15.3,-3.2,28.95,16.57,-56.98,-648.72,20,10.08,269.66,7.4,-2.82,,True
-9.51,-22.74,62,12.96,-7.62,2.97,10.45,-26.98,-424.72,2,-0.15,101.66,0.95,0.77,,True
7.83,-10.35,315,12.76,-2.87,18.75,16.62,-56.98,-518.72,20,11.85,139.66,9.45,-2.54,6.31,True
2.28,-12.72,170,9.26,-3.61,41.1,15.52,-36.98,-518.72,20,10.26,169.66,6.3,-2.41,5.22,False
-6.36,-11.88,260,14.72,-3.54,18.15,15.02,-56.98,-868.72,10,4.02,119.66,6.45,0.98,,False
-28.77,-26.94,9,14.18,-8.09,4.17,10.39,-30.98,-472.72,2,-0.69,65.66,0.06,2.31,,True
-6.6,-20.64,305,19.88,-5.73,30.3,14.72,-36.98,-848.72,20,3.96,229.66,5.5,0.39,3.84,False
-17.67,-24.06,11,12.52,-9.64,4.05,10,-26.98,-476.72,2,-1.59,111.66,0.39,2.3,,False
3.66,-12.69,20,9.94,-3.9,28.2,16.72,-56.98,-698.72,20,9.45,199.66,5.05,-2.71,,False
-8.01,-25.62,10,10.74,-13.25,4.92,9.92,-34.98,-446.72,2,-1.71,81.66,0.64,1.26,,True
-8.43,-25.92,7,13.82,-8.42,3.45,10.08,-30.98,-446.72,2,-0.12,137.66,0.04,1.68,4.85,False
-8.7,-27.3,3,17.7,-7.11,0.3,10.42,-30.98,-444.72,2,-8.07,97.66,0.53,1.74,6.43,True
6.96,-12.27,330,15.82,-2.23,16.8,18.97,-36.98,-708.72,20,11.82,149.66,7.8,-0.28,6.19,False
-15.27,-25.77,28,11.52,-7.72,5.19,10.08,-34.98,-464.72,2,0.3,69.66,0.33,1.51,,True
6.63,-13.23,100,9.9,-3.56,37.5,15.52,-36.98,-438.72,20,10.74,239.66,7.8,-3.49,,True
-0.66,-13.56,110,11.64,-5.43,41.4,15.97,-36.98,-838.72,20,10.47,279.66,7.05,-1.67,,False
1.05,-13.59,45,9,-4.09,20.4,14.42,-56.98,-858.72,20,11.52,-10.34,9.85,-2.63,,False
-7.92,-24.3,19,13.72,-7.38,2.34,10.14,-30.98,-486.72,2,-0.3,83.66,0.77,2.04,,False
6.84,-8.13,135,12.82,-2.49,15.6,16.67,-36.98,-458.72,20,2.76,209.66,8.85,-4.01,5.74,True
-15.18,-23.73,70,15.54,-11.21,5.07,9.91,-30.98,-402.72,2,-3.36,67.66,0.79,1.99,,True
-7.32,-24.72,48,12.1,-9.64,5.16,10.29,-30.98,-418.72,2,-0.51,57.66,0.89,1.63,7.82,True
1.44,-16.11,50,9.9,-6.45,27.3,14.97,-36.98,-798.72,20,13.32,199.66,10.15,-2.6,4.55,False
-13.5,-25.44,16,12.16,-9.23,2.37,9.81,-34.98,-470.72,2,0.18,97.66,0.61,1.34,5.64,False
5.07,-13.14,120,14.22,-3.08,15.6,15.12,-36.98,-488.72,20,13.14,279.66,7,-2.76,3.97,False
-14.25,-23.73,63,15.32,-7.47,5.7,10.11,-30.98,-432.72,2,1.14,133.66,0.97,1.99,6.44,True
5.52,-12.78,275,13.76,-3.21,15,16.57,-56.98,-698.72,20,9.87,249.66,7.15,-1.32,4.45,False
5.97,-9.51,350,13.6,-5.77,17.7,17.37,-56.98,-828.72,20,12.84,99.66,8.4,-3.37,,False
-8.43,-23.85,4,11.16,-15.28,4.35,9.69,-34.98,-404.72,2,-2.82,81.66,0.51,1.89,,True
-1.08,-12.87,165,10.24,-3.41,16.2,16.62,-76.98,-888.72,20,13.11,-110.34,8.3,-2.4,,False
6.42,-9.15,340,21.22,-3.47,39.45,16.52,-36.98,-868.72,20,13.53,149.66,9.45,-3.53,,False
5.25,-14.31,90,14.72,-2.75,24.45,17.27,-36.98,-658.72,20,11.46,119.66,5.95,-3.29,7.09,True
0.3,-21.21,30,12.7,-4.84,23.55,14.62,-76.98,-528.72,20,9.75,-10.34,5.3,-1.34,4.98,False
-8.76,-25.8,32,11.56,-7.66,5.58,9.42,-34.98,-460.72,2,-1.92,89.66,0.46,1.76,,False
6.27,-11.52,170,9.6,-3.84,20.4,18.72,-56.98,-438.72,20,12.27,69.66,6,-4.27,7.22,True
-0.15,-11.61,95,9.44,-3.2,17.4,15.42,-56.98,-548.72,20,2.25,109.66,8.95,-1.62,7.47,True
0.72,-19.83,185,8.62,-5.32,33.15,14.97,-76.98,-858.72,20,9.3,-10.34,6.65,-1.55,3.79,False
7.41,-10.53,165,10.64,-3.95,26.85,16.37,-56.98,-568.72,20,15.39,229.66,9.8,-4.06,7.42,True
-9.18,-24.9,19,16.4,-7.87,4.44,10.34,-30.98,-486.72,2,-2.7,85.66,0.72,2.8,8.13,True
6.24,-12.78,240,12.5,-7.89,42.9,17.27,-36.98,-488.72,20,15.75,219.66,7.65,-2.48,7.85,True
-9.15,-25.68,14,13.1,-11.99,4.44,10.18,-26.98,-422.72,2,0.18,103.66,0.66,1.61,6.2,True
-12.12,-30.6,6,11.5,-9.01,1.14,10.32,-34.98,-460.72,2,-0.81,81.66,0.73,1.95,,True
5.01,-14.04,210,11.06,-3.22,24.75,15.52,-76.98,-698.72,10,6.99,19.66,6.55,-2.79,5.6,True
-7.59,-28.32,14,12.98,-8.52,1.83,10.35,-32.98,-420.72,2,-2.97,99.66,0.8,1.26,6.98,True
